Tipo de cambio - TC Sistema bancario SBS (S/ por US$) - Venta,dia,mes,año,fecha,dia de semana,Inflación PERU,Precio Cobre,Precio Oro,Precio Zinc,PIB,Reservas internacionales,Intervenciones del BCRP,Inflación EEUU,Eventos políticos,Tasa Referencial EEUU,Expectativas del mercado,Volatilidad global
3.389,11,3,2016,11/03/2016,5,0,0,0,1,1,1,0,0,1,1,0,0
3.363,14,3,2016,14/03/2016,1,0,1,1,1,0,1,0,0,0,1,1,1
3.348,15,3,2016,15/03/2016,2,0,0,1,1,1,1,0,0,1,0,0,1
3.375,16,3,2016,16/03/2016,3,0,1,0,1,1,1,1,1,0,1,0,0
3.347,17,3,2016,17/03/2016,4,0,0,0,0,0,0,1,1,1,0,1,0
3.374,18,3,2016,18/03/2016,5,0,1,0,1,1,0,1,0,0,1,0,0
3.393,21,3,2016,21/03/2016,1,1,1,0,0,0,1,1,0,1,0,0,1
3.415,22,3,2016,22/03/2016,2,1,0,1,0,0,0,0,0,0,1,0,1
3.403,23,3,2016,23/03/2016,3,0,0,0,1,0,0,1,0,0,0,1,1
3.403,24,3,2016,24/03/2016,4,0,1,1,0,0,0,0,0,1,0,1,0
3.403,25,3,2016,25/03/2016,5,1,1,1,0,0,1,1,1,1,0,0,0
3.361,28,3,2016,28/03/2016,1,0,1,1,1,1,1,1,1,1,0,0,0
3.384,29,3,2016,29/03/2016,2,0,1,1,1,0,0,1,0,1,1,0,1
3.363,30,3,2016,30/03/2016,3,0,0,1,1,0,1,1,0,1,1,0,1
3.328,31,3,2016,31/03/2016,4,1,0,1,1,0,0,1,0,1,0,0,1
3.344,1,4,2016,01/04/2016,5,1,0,0,0,1,1,1,0,0,1,0,1
3.352,4,4,2016,04/04/2016,1,0,0,0,1,1,0,1,1,0,1,0,0
3.36,5,4,2016,05/04/2016,2,1,0,0,1,1,0,1,0,0,1,1,0
3.376,6,4,2016,06/04/2016,3,1,1,0,1,0,0,0,0,0,1,0,0
3.403,7,4,2016,07/04/2016,4,1,0,1,0,0,1,0,1,0,1,0,0
3.392,8,4,2016,08/04/2016,5,1,1,1,1,1,0,1,1,0,0,0,1
3.326,11,4,2016,11/04/2016,1,0,1,1,0,1,0,1,1,1,0,1,0
3.277,12,4,2016,12/04/2016,2,1,0,1,1,1,0,1,0,0,1,1,1
3.271,13,4,2016,13/04/2016,3,0,0,0,0,1,0,1,1,1,0,0,0
3.275,14,4,2016,14/04/2016,4,1,1,1,0,0,0,1,1,1,1,1,0
3.276,15,4,2016,15/04/2016,5,0,0,0,1,0,1,0,1,0,1,1,0
3.278,18,4,2016,18/04/2016,1,1,0,1,0,1,1,1,0,0,0,0,0
3.254,19,4,2016,19/04/2016,2,1,0,1,0,0,1,1,0,0,0,1,1
3.25,20,4,2016,20/04/2016,3,1,0,0,0,1,0,0,0,1,0,1,1
3.256,21,4,2016,21/04/2016,4,1,0,0,1,1,0,0,1,0,0,1,0
3.272,22,4,2016,22/04/2016,5,1,1,1,0,1,0,1,0,0,1,1,1
3.279,25,4,2016,25/04/2016,1,0,1,0,1,1,0,0,0,0,1,1,0
3.285,26,4,2016,26/04/2016,2,1,1,1,1,1,0,1,0,0,0,1,0
3.29,27,4,2016,27/04/2016,3,1,0,1,0,1,0,0,1,1,0,0,0
3.28,28,4,2016,28/04/2016,4,1,1,0,1,0,0,0,0,1,0,1,1
3.274,29,4,2016,29/04/2016,5,0,0,1,0,1,0,0,1,0,1,0,1
3.292,2,5,2016,02/05/2016,1,0,1,1,0,1,1,1,0,0,1,1,0
3.322,3,5,2016,03/05/2016,2,0,1,0,1,0,0,1,1,1,0,1,0
3.334,4,5,2016,04/05/2016,3,1,1,1,1,1,1,0,0,0,0,0,1
3.321,5,5,2016,05/05/2016,4,1,0,0,0,1,0,0,1,0,0,0,0
3.319,6,5,2016,06/05/2016,5,1,0,0,1,1,1,0,0,1,0,1,1
3.339,9,5,2016,09/05/2016,1,1,1,0,1,1,1,1,1,0,1,0,0
3.334,10,5,2016,10/05/2016,2,0,1,1,0,1,0,0,0,1,0,0,1
3.332,11,5,2016,11/05/2016,3,1,0,1,1,0,1,0,1,1,1,0,1
3.331,12,5,2016,12/05/2016,4,0,0,0,1,1,0,0,1,0,1,1,1
3.338,13,5,2016,13/05/2016,5,1,1,0,1,0,1,1,1,0,0,1,1
3.333,16,5,2016,16/05/2016,1,0,0,1,1,1,0,0,0,1,1,1,0
3.321,17,5,2016,17/05/2016,2,1,0,0,1,1,0,0,0,1,0,1,1
3.323,18,5,2016,18/05/2016,3,0,1,0,1,1,1,1,0,1,0,0,0
3.342,19,5,2016,19/05/2016,4,1,0,0,0,0,0,1,0,0,0,1,1
3.348,20,5,2016,20/05/2016,5,0,1,0,0,0,0,1,1,1,0,0,1
3.347,23,5,2016,23/05/2016,1,0,0,1,0,0,1,0,1,1,0,1,1
3.339,24,5,2016,24/05/2016,2,1,0,1,1,1,0,1,1,1,0,0,0
3.341,25,5,2016,25/05/2016,3,1,0,1,1,1,1,1,1,0,0,0,1
3.344,26,5,2016,26/05/2016,4,0,0,0,0,1,0,0,1,1,0,0,1
3.359,27,5,2016,27/05/2016,5,1,1,0,1,0,1,0,1,0,1,1,1
3.363,30,5,2016,30/05/2016,1,0,1,0,1,0,1,1,1,0,0,1,1
3.374,31,5,2016,31/05/2016,2,1,0,1,0,0,0,1,1,0,0,0,1
3.382,1,6,2016,01/06/2016,3,0,1,1,0,1,0,0,0,1,0,1,1
3.369,2,6,2016,02/06/2016,4,1,1,0,0,0,1,0,1,0,1,1,0
3.353,3,6,2016,03/06/2016,5,1,1,0,1,0,1,1,0,0,1,0,1
3.321,6,6,2016,06/06/2016,1,1,1,0,1,0,0,1,1,0,1,0,1
3.308,7,6,2016,07/06/2016,2,1,1,0,0,0,0,0,0,0,1,1,1
3.294,8,6,2016,08/06/2016,3,1,1,1,0,1,0,0,1,1,1,0,1
3.306,9,6,2016,09/06/2016,4,0,1,1,0,0,0,0,0,1,1,1,1
3.32,10,6,2016,10/06/2016,5,1,0,0,0,0,1,0,1,0,1,1,0
3.331,13,6,2016,13/06/2016,1,0,1,1,0,1,0,1,1,0,0,0,0
3.338,14,6,2016,14/06/2016,2,1,0,0,0,1,0,0,1,0,0,0,0
3.322,15,6,2016,15/06/2016,3,0,1,0,0,1,0,0,1,0,0,1,1
3.34,16,6,2016,16/06/2016,4,0,0,1,0,0,1,1,0,1,0,0,0
3.32,17,6,2016,17/06/2016,5,0,1,0,0,0,1,0,0,1,1,0,1
3.291,20,6,2016,20/06/2016,1,0,0,0,0,1,1,1,0,0,1,1,0
3.288,21,6,2016,21/06/2016,2,0,0,0,0,1,0,0,1,0,0,0,0
3.285,22,6,2016,22/06/2016,3,1,0,0,0,1,1,0,0,1,1,0,1
3.284,23,6,2016,23/06/2016,4,0,0,1,0,1,1,1,1,0,1,1,0
3.316,24,6,2016,24/06/2016,5,1,0,1,0,1,1,1,1,1,0,0,1
3.321,27,6,2016,27/06/2016,1,0,0,0,0,0,0,1,1,0,1,1,0
3.306,28,6,2016,28/06/2016,2,0,0,1,1,1,1,0,1,0,0,1,0
3.306,29,6,2016,29/06/2016,3,0,0,0,1,1,1,1,0,1,1,1,0
3.292,30,6,2016,30/06/2016,4,0,1,1,0,0,1,1,1,0,1,0,1
3.288,1,7,2016,01/07/2016,5,0,1,1,1,1,0,1,1,1,1,1,1
3.287,4,7,2016,04/07/2016,1,0,1,0,0,1,1,1,0,1,0,1,1
3.288,5,7,2016,05/07/2016,2,1,1,0,1,1,1,0,0,0,0,0,0
3.281,6,7,2016,06/07/2016,3,1,0,0,1,1,1,1,1,1,0,1,0
3.285,7,7,2016,07/07/2016,4,0,1,0,0,0,1,0,1,0,1,1,1
3.279,8,7,2016,08/07/2016,5,0,1,0,1,1,0,1,1,1,0,1,1
3.281,11,7,2016,11/07/2016,1,1,1,1,1,1,0,0,0,1,1,0,1
3.282,12,7,2016,12/07/2016,2,0,0,0,1,0,0,1,0,1,0,0,0
3.282,13,7,2016,13/07/2016,3,1,1,1,1,1,0,1,0,0,0,0,0
3.28,14,7,2016,14/07/2016,4,0,1,1,1,1,0,0,0,0,0,1,0
3.279,15,7,2016,15/07/2016,5,0,0,0,1,0,0,1,1,0,1,1,1
3.281,18,7,2016,18/07/2016,1,0,1,0,1,1,0,1,0,1,1,1,0
3.295,19,7,2016,19/07/2016,2,1,0,0,1,1,1,1,0,0,1,0,0
3.311,20,7,2016,20/07/2016,3,1,1,1,0,1,0,0,0,1,1,0,0
3.323,21,7,2016,21/07/2016,4,1,0,1,1,0,0,0,1,1,1,1,1
3.324,22,7,2016,22/07/2016,5,0,1,0,1,0,0,0,0,1,0,1,0
3.346,25,7,2016,25/07/2016,1,1,0,1,0,0,1,1,0,1,1,1,0
3.362,26,7,2016,26/07/2016,2,1,1,0,1,0,0,1,1,0,0,0,0
3.36,27,7,2016,27/07/2016,3,1,1,0,1,1,0,0,0,0,0,0,1
3.36,28,7,2016,28/07/2016,4,1,1,1,0,0,0,1,0,0,0,1,0
3.36,29,7,2016,29/07/2016,5,0,0,1,0,0,0,0,0,0,0,1,0
3.346,1,8,2016,01/08/2016,1,0,0,1,1,1,0,1,1,1,0,1,0
3.348,2,8,2016,02/08/2016,2,1,1,1,1,1,0,0,1,1,1,0,1
3.355,3,8,2016,03/08/2016,3,0,0,0,0,1,0,0,0,1,1,0,0
3.342,4,8,2016,04/08/2016,4,0,1,0,0,0,0,1,1,0,0,1,0
3.338,5,8,2016,05/08/2016,5,1,1,0,1,1,0,1,0,1,1,0,1
3.32,8,8,2016,08/08/2016,1,0,0,0,1,0,0,1,0,0,0,1,1
3.304,9,8,2016,09/08/2016,2,1,0,0,0,0,0,1,1,0,1,0,0
3.31,10,8,2016,10/08/2016,3,0,1,1,1,0,0,0,0,1,0,0,0
3.309,11,8,2016,11/08/2016,4,0,0,1,0,1,1,1,0,0,0,0,0
3.318,12,8,2016,12/08/2016,5,1,0,0,1,1,0,1,0,1,0,0,1
3.311,15,8,2016,15/08/2016,1,1,1,1,1,0,1,1,1,0,0,0,1
3.31,16,8,2016,16/08/2016,2,1,1,0,0,1,0,0,0,0,0,1,1
3.318,17,8,2016,17/08/2016,3,1,0,0,0,0,1,1,1,0,1,0,1
3.307,18,8,2016,18/08/2016,4,1,0,1,0,0,0,1,1,0,1,1,0
3.323,19,8,2016,19/08/2016,5,1,0,0,1,0,1,0,1,0,0,1,0
3.342,22,8,2016,22/08/2016,1,1,1,0,1,1,1,0,0,0,1,1,1
3.358,23,8,2016,23/08/2016,2,0,1,1,1,0,1,1,1,1,0,0,0
3.355,24,8,2016,24/08/2016,3,1,0,1,0,1,1,1,1,1,0,1,1
3.352,25,8,2016,25/08/2016,4,0,1,0,0,0,1,0,0,0,1,0,0
3.346,26,8,2016,26/08/2016,5,1,0,1,1,0,1,0,1,0,0,1,1
3.371,29,8,2016,29/08/2016,1,1,0,0,0,1,1,1,0,0,0,0,0
3.371,30,8,2016,30/08/2016,2,1,0,0,1,0,1,0,0,1,1,1,0
3.395,31,8,2016,31/08/2016,3,0,1,1,1,1,1,0,0,1,0,0,1
3.399,1,9,2016,01/09/2016,4,1,0,0,1,0,1,1,0,1,0,0,1
3.391,2,9,2016,02/09/2016,5,0,1,0,0,1,1,1,0,0,1,0,1
3.399,5,9,2016,05/09/2016,1,0,1,1,1,1,0,1,1,1,1,0,0
3.375,6,9,2016,06/09/2016,2,0,0,1,0,0,1,0,1,0,0,1,1
3.359,7,9,2016,07/09/2016,3,0,0,0,1,1,0,1,1,1,0,1,1
3.371,8,9,2016,08/09/2016,4,1,0,1,0,1,1,0,1,0,0,0,1
3.386,9,9,2016,09/09/2016,5,1,1,1,1,1,0,0,1,0,1,1,1
3.401,12,9,2016,12/09/2016,1,1,1,1,1,1,1,1,0,1,1,1,1
3.413,13,9,2016,13/09/2016,2,1,0,1,1,0,1,1,1,1,1,0,1
3.399,14,9,2016,14/09/2016,3,0,1,1,0,1,1,0,1,1,0,0,1
3.39,15,9,2016,15/09/2016,4,1,0,0,1,1,1,1,1,0,1,1,0
3.396,16,9,2016,16/09/2016,5,1,0,1,0,0,0,1,1,0,0,0,1
3.39,19,9,2016,19/09/2016,1,1,1,0,1,1,1,1,1,1,0,1,0
3.389,20,9,2016,20/09/2016,2,1,1,0,1,0,1,0,1,1,0,1,1
3.381,21,9,2016,21/09/2016,3,0,1,0,1,1,0,0,1,0,1,0,0
3.356,22,9,2016,22/09/2016,4,0,1,1,0,1,1,1,1,1,0,1,1
3.357,23,9,2016,23/09/2016,5,1,0,1,0,0,0,1,0,0,0,0,1
3.366,26,9,2016,26/09/2016,1,0,1,1,0,1,1,1,1,0,1,0,1
3.371,27,9,2016,27/09/2016,2,0,0,0,0,1,0,0,1,0,0,1,0
3.378,28,9,2016,28/09/2016,3,1,1,0,0,0,0,1,1,0,1,1,1
3.388,29,9,2016,29/09/2016,4,1,1,1,1,0,0,1,1,0,1,1,0
3.403,30,9,2016,30/09/2016,5,0,0,0,1,0,0,1,1,1,0,0,0
3.393,3,10,2016,03/10/2016,1,0,0,1,1,0,1,0,1,0,1,1,1
3.398,4,10,2016,04/10/2016,2,0,0,0,0,1,0,1,1,0,0,0,0
3.404,5,10,2016,05/10/2016,3,1,0,1,1,0,1,1,0,0,0,1,1
3.411,6,10,2016,06/10/2016,4,0,1,1,1,1,1,1,1,1,1,0,1
3.408,7,10,2016,07/10/2016,5,1,1,0,1,1,1,0,1,0,1,0,1
3.398,10,10,2016,10/10/2016,1,1,0,1,1,0,1,1,1,0,0,1,1
3.401,11,10,2016,11/10/2016,2,1,1,1,0,1,0,0,1,0,1,0,0
3.408,12,10,2016,12/10/2016,3,1,1,1,0,0,0,0,0,0,1,0,1
3.411,13,10,2016,13/10/2016,4,1,0,0,1,0,0,0,0,0,1,0,0
3.403,14,10,2016,14/10/2016,5,0,1,1,1,1,0,1,1,1,0,0,1
3.4,17,10,2016,17/10/2016,1,1,0,0,0,0,0,1,1,1,1,1,0
3.388,18,10,2016,18/10/2016,2,0,1,1,0,1,0,1,0,0,1,0,1
3.382,19,10,2016,19/10/2016,3,1,1,1,0,1,1,0,0,0,0,0,1
3.385,20,10,2016,20/10/2016,4,0,1,1,1,0,0,0,0,1,0,1,0
3.369,21,10,2016,21/10/2016,5,1,1,1,0,1,1,0,0,0,1,1,1
3.352,24,10,2016,24/10/2016,1,1,0,1,1,0,1,0,1,1,1,1,1
3.361,25,10,2016,25/10/2016,2,1,0,1,0,1,1,0,0,1,0,1,1
3.367,26,10,2016,26/10/2016,3,0,0,0,0,1,0,0,1,1,0,0,0
3.375,27,10,2016,27/10/2016,4,1,1,0,1,1,0,1,1,0,0,0,0
3.363,28,10,2016,28/10/2016,5,0,1,0,1,1,1,0,0,1,1,0,1
3.365,31,10,2016,31/10/2016,1,0,1,0,1,0,0,0,0,0,1,1,1
3.365,1,11,2016,01/11/2016,2,0,1,1,0,0,0,1,0,1,1,1,0
3.38,2,11,2016,02/11/2016,3,1,0,1,1,1,1,1,1,0,1,0,1
3.38,3,11,2016,03/11/2016,4,1,1,1,1,0,1,1,0,0,1,1,0
3.385,4,11,2016,04/11/2016,5,1,0,1,1,0,1,1,0,0,1,1,1
3.376,7,11,2016,07/11/2016,1,1,0,0,0,1,1,1,1,1,1,0,1
3.364,8,11,2016,08/11/2016,2,0,1,1,0,1,0,1,0,0,0,1,1
3.377,9,11,2016,09/11/2016,3,0,1,0,0,1,1,0,1,1,0,1,0
3.406,10,11,2016,10/11/2016,4,1,0,0,1,1,0,1,0,0,0,1,0
3.413,11,11,2016,11/11/2016,5,1,0,1,0,1,0,0,1,1,0,0,1
3.423,14,11,2016,14/11/2016,1,1,1,1,1,0,0,1,1,0,1,0,1
3.424,15,11,2016,15/11/2016,2,0,1,1,1,0,1,1,0,1,1,0,0
3.418,16,11,2016,16/11/2016,3,0,0,0,0,1,1,0,1,0,1,1,0
3.418,17,11,2016,17/11/2016,4,1,0,0,1,1,1,0,1,0,1,0,0
3.418,18,11,2016,18/11/2016,5,1,0,0,1,1,0,1,0,0,1,0,1
3.416,21,11,2016,21/11/2016,1,1,1,0,0,0,0,0,1,0,0,0,1
3.421,22,11,2016,22/11/2016,2,1,0,1,1,0,0,0,0,1,1,1,0
3.426,23,11,2016,23/11/2016,3,0,0,0,1,0,0,1,0,0,0,1,0
3.42,24,11,2016,24/11/2016,4,1,0,0,1,1,1,1,0,0,0,0,1
3.418,25,11,2016,25/11/2016,5,0,1,1,0,1,1,0,1,1,0,1,0
3.416,28,11,2016,28/11/2016,1,0,1,1,0,0,1,1,0,1,0,0,1
3.422,29,11,2016,29/11/2016,2,0,0,1,1,0,1,0,0,0,0,0,0
3.413,30,11,2016,30/11/2016,3,1,1,1,0,1,1,0,0,0,0,0,1
3.418,1,12,2016,01/12/2016,4,0,1,0,0,1,0,1,0,0,0,0,1
3.415,2,12,2016,02/12/2016,5,0,0,0,1,1,0,0,1,0,1,0,1
3.423,5,12,2016,05/12/2016,1,1,0,1,1,1,1,0,0,0,1,0,1
3.419,6,12,2016,06/12/2016,2,1,0,1,0,1,1,0,0,1,1,0,1
3.408,7,12,2016,07/12/2016,3,1,1,0,1,1,0,1,0,1,1,1,1
3.408,8,12,2016,08/12/2016,4,0,1,1,1,0,1,1,0,0,0,0,1
3.402,9,12,2016,09/12/2016,5,0,1,1,0,0,1,0,1,1,1,0,0
3.404,12,12,2016,12/12/2016,1,1,0,0,1,1,0,1,0,0,1,0,1
3.4,13,12,2016,13/12/2016,2,0,0,0,0,0,0,1,1,1,1,1,1
3.397,14,12,2016,14/12/2016,3,0,0,1,0,0,1,1,1,0,0,1,1
3.406,15,12,2016,15/12/2016,4,0,1,0,0,0,1,1,1,0,0,0,0
3.402,16,12,2016,16/12/2016,5,0,1,0,1,0,1,0,1,1,0,0,0
3.408,19,12,2016,19/12/2016,1,0,1,0,1,0,1,1,1,0,0,1,1
3.406,20,12,2016,20/12/2016,2,1,1,1,0,0,1,0,0,0,1,0,0
3.398,21,12,2016,21/12/2016,3,0,0,1,1,1,0,1,1,0,0,0,0
3.398,22,12,2016,22/12/2016,4,1,1,0,1,1,0,1,1,1,1,0,0
3.386,23,12,2016,23/12/2016,5,0,1,1,0,0,0,0,1,0,1,0,0
3.394,26,12,2016,26/12/2016,1,0,0,0,0,1,1,0,0,1,0,0,1
3.385,27,12,2016,27/12/2016,2,0,0,0,1,0,1,0,0,1,1,0,1
3.37,28,12,2016,28/12/2016,3,1,1,0,0,1,0,1,0,1,1,0,1
3.358,29,12,2016,29/12/2016,4,1,1,0,1,1,1,0,1,1,0,0,1
3.36,30,12,2016,30/12/2016,5,0,0,0,1,1,0,0,0,0,0,0,0
3.363,2,1,2017,02/01/2017,1,0,0,0,1,0,0,1,0,1,0,1,0
3.378,3,1,2017,03/01/2017,2,0,1,0,0,0,1,0,0,1,1,1,0
3.391,4,1,2017,04/01/2017,3,0,1,0,1,1,0,1,1,1,0,0,1
3.373,5,1,2017,05/01/2017,4,0,0,1,1,1,0,1,0,1,1,1,1
3.375,6,1,2017,06/01/2017,5,1,1,1,1,1,0,0,0,0,1,0,1
3.382,9,1,2017,09/01/2017,1,1,0,0,1,1,1,0,0,0,1,0,1
3.39,10,1,2017,10/01/2017,2,0,0,1,0,0,1,0,0,0,1,0,1
3.392,11,1,2017,11/01/2017,3,0,1,0,1,0,1,0,1,1,0,0,0
3.366,12,1,2017,12/01/2017,4,1,0,1,0,0,1,0,0,1,0,1,0
3.366,13,1,2017,13/01/2017,5,0,0,0,1,0,1,1,0,0,1,1,1
3.371,16,1,2017,16/01/2017,1,0,0,0,0,1,0,0,0,0,1,1,1
3.353,17,1,2017,17/01/2017,2,0,1,0,0,1,0,0,0,0,0,1,0
3.351,18,1,2017,18/01/2017,3,0,0,0,0,1,0,1,1,0,1,0,1
3.338,19,1,2017,19/01/2017,4,1,0,1,1,0,1,1,0,1,0,1,0
3.306,20,1,2017,20/01/2017,5,1,1,1,0,1,0,0,1,1,0,1,1
3.292,23,1,2017,23/01/2017,1,1,0,0,1,1,0,0,1,0,0,0,0
3.284,24,1,2017,24/01/2017,2,0,0,1,1,0,1,1,0,0,1,0,1
3.279,25,1,2017,25/01/2017,3,0,0,1,0,0,0,1,0,1,1,0,0
3.301,26,1,2017,26/01/2017,4,1,1,0,0,1,0,1,0,0,1,0,1
3.294,27,1,2017,27/01/2017,5,0,0,0,0,1,0,1,0,1,1,1,1
3.29,30,1,2017,30/01/2017,1,1,0,1,1,0,0,0,0,0,0,0,1
3.287,31,1,2017,31/01/2017,2,1,1,0,0,1,1,0,0,1,0,0,1
3.272,1,2,2017,01/02/2017,3,0,0,1,0,0,1,0,0,0,0,1,1
3.262,2,2,2017,02/02/2017,4,1,1,0,1,1,0,0,1,0,1,0,1
3.249,3,2,2017,03/02/2017,5,1,1,1,0,0,1,1,1,1,0,0,1
3.277,6,2,2017,06/02/2017,1,1,1,0,1,0,1,0,0,1,0,0,1
3.293,7,2,2017,07/02/2017,2,0,0,0,0,0,0,0,1,1,1,0,1
3.29,8,2,2017,08/02/2017,3,1,0,0,0,1,0,0,1,0,0,0,0
3.275,9,2,2017,09/02/2017,4,0,1,1,1,0,0,0,1,0,0,0,0
3.256,10,2,2017,10/02/2017,5,1,0,0,0,1,0,0,1,1,1,0,0
3.267,13,2,2017,13/02/2017,1,0,1,1,0,0,0,1,0,0,1,1,0
3.265,14,2,2017,14/02/2017,2,1,1,0,0,1,1,1,0,0,0,1,1
3.257,15,2,2017,15/02/2017,3,0,0,1,1,0,0,1,1,1,1,0,0
3.249,16,2,2017,16/02/2017,4,0,0,1,0,1,1,1,1,0,0,1,0
3.263,17,2,2017,17/02/2017,5,1,1,0,1,1,0,0,0,1,0,1,0
3.254,20,2,2017,20/02/2017,1,1,1,0,1,0,1,1,1,1,1,0,0
3.25,21,2,2017,21/02/2017,2,1,1,0,0,0,0,0,1,1,0,1,0
3.245,22,2,2017,22/02/2017,3,1,0,0,0,1,1,1,1,1,1,1,1
3.243,23,2,2017,23/02/2017,4,0,1,1,0,0,0,1,1,1,0,0,0
3.252,24,2,2017,24/02/2017,5,0,1,0,1,1,0,0,1,1,1,1,1
3.255,27,2,2017,27/02/2017,1,0,0,0,1,0,1,1,1,1,0,1,1
3.263,28,2,2017,28/02/2017,2,1,0,1,1,0,1,0,0,1,0,1,0
3.265,1,3,2017,01/03/2017,3,1,0,0,1,0,1,1,0,1,1,1,0
3.274,2,3,2017,02/03/2017,4,1,0,0,0,0,0,1,0,0,0,0,0
3.286,3,3,2017,03/03/2017,5,0,1,1,0,0,1,1,0,0,0,1,1
3.292,6,3,2017,06/03/2017,1,1,1,1,1,0,0,1,0,0,1,0,1
3.294,7,3,2017,07/03/2017,2,1,0,0,1,0,0,1,0,1,0,1,1
3.294,8,3,2017,08/03/2017,3,1,0,1,1,0,0,1,0,0,0,1,0
3.296,9,3,2017,09/03/2017,4,1,1,0,1,0,0,1,1,0,1,0,0
3.285,10,3,2017,10/03/2017,5,0,0,0,0,1,1,1,1,0,1,0,1
3.288,13,3,2017,13/03/2017,1,1,0,0,1,1,1,0,1,1,0,1,0
3.29,14,3,2017,14/03/2017,2,1,1,1,0,0,1,1,1,0,0,1,1
3.269,15,3,2017,15/03/2017,3,1,0,1,0,1,0,1,0,1,1,1,1
3.251,16,3,2017,16/03/2017,4,1,1,0,1,1,0,1,0,0,1,0,0
3.251,17,3,2017,17/03/2017,5,1,1,0,0,1,1,0,0,1,1,1,1
3.251,20,3,2017,20/03/2017,1,1,1,0,1,1,1,1,0,0,0,1,1
3.247,21,3,2017,21/03/2017,2,1,1,1,1,0,1,1,0,0,0,0,1
3.252,22,3,2017,22/03/2017,3,0,0,1,0,1,0,1,0,0,1,0,0
3.246,23,3,2017,23/03/2017,4,1,0,1,1,1,1,1,1,0,1,0,1
3.244,24,3,2017,24/03/2017,5,1,1,0,1,0,0,1,0,1,1,1,0
3.248,27,3,2017,27/03/2017,1,1,1,1,0,0,0,0,0,0,0,1,0
3.246,28,3,2017,28/03/2017,2,1,1,0,0,1,0,1,1,1,0,0,1
3.243,29,3,2017,29/03/2017,3,0,1,0,1,1,0,1,0,0,0,1,1
3.245,30,3,2017,30/03/2017,4,0,0,0,1,0,0,0,0,1,1,1,1
3.249,31,3,2017,31/03/2017,5,1,1,0,0,1,1,0,0,1,1,0,1
3.25,3,4,2017,03/04/2017,1,0,1,1,1,1,1,1,0,1,1,0,1
3.252,4,4,2017,04/04/2017,2,0,1,0,0,1,0,1,0,0,0,0,1
3.249,5,4,2017,05/04/2017,3,1,1,1,0,0,0,0,1,1,1,1,0
3.248,6,4,2017,06/04/2017,4,1,1,1,0,1,0,0,0,1,0,0,0
3.248,7,4,2017,07/04/2017,5,1,1,0,0,1,1,0,0,1,1,0,0
3.247,10,4,2017,10/04/2017,1,1,1,1,1,0,0,1,0,0,1,0,1
3.251,11,4,2017,11/04/2017,2,0,1,1,1,1,1,0,1,1,0,1,0
3.254,12,4,2017,12/04/2017,3,1,1,0,1,0,1,1,1,1,0,0,0
3.254,13,4,2017,13/04/2017,4,1,0,1,0,0,1,1,0,0,0,0,1
3.254,14,4,2017,14/04/2017,5,1,1,1,1,1,1,1,0,1,1,1,0
3.251,17,4,2017,17/04/2017,1,0,1,0,1,1,1,0,1,0,1,1,1
3.253,18,4,2017,18/04/2017,2,1,1,1,0,0,0,0,1,1,1,1,1
3.251,19,4,2017,19/04/2017,3,0,1,1,1,0,1,1,0,1,0,1,1
3.245,20,4,2017,20/04/2017,4,1,0,0,0,1,0,0,1,1,1,0,1
3.244,21,4,2017,21/04/2017,5,1,1,1,1,0,1,0,0,0,1,0,0
3.243,24,4,2017,24/04/2017,1,0,1,1,0,1,1,0,1,0,1,0,1
3.247,25,4,2017,25/04/2017,2,0,1,0,0,1,0,0,0,0,0,1,0
3.25,26,4,2017,26/04/2017,3,0,0,0,1,0,0,0,1,0,1,0,1
3.249,27,4,2017,27/04/2017,4,0,0,0,0,0,0,0,0,1,0,1,0
3.246,28,4,2017,28/04/2017,5,1,0,0,1,1,0,1,1,1,1,1,0
3.246,1,5,2017,01/05/2017,1,1,1,0,0,1,1,0,0,1,1,1,0
3.249,2,5,2017,02/05/2017,2,0,1,1,0,1,0,1,1,0,0,1,0
3.252,3,5,2017,03/05/2017,3,0,0,0,0,1,0,0,1,0,0,0,0
3.269,4,5,2017,04/05/2017,4,1,1,1,1,0,1,1,0,1,1,0,0
3.274,5,5,2017,05/05/2017,5,0,1,1,0,0,0,0,1,0,1,0,0
3.286,8,5,2017,08/05/2017,1,1,0,1,0,0,0,0,1,1,1,0,0
3.288,9,5,2017,09/05/2017,2,1,0,1,1,0,1,1,1,0,1,0,0
3.288,10,5,2017,10/05/2017,3,0,1,1,1,0,0,0,0,0,1,0,0
3.29,11,5,2017,11/05/2017,4,1,0,1,0,1,1,0,0,0,1,1,0
3.281,12,5,2017,12/05/2017,5,1,0,1,1,1,0,1,1,1,1,1,1
3.263,15,5,2017,15/05/2017,1,0,1,1,0,1,0,1,0,1,1,0,0
3.26,16,5,2017,16/05/2017,2,0,1,1,1,1,1,0,0,0,0,1,1
3.271,17,5,2017,17/05/2017,3,0,1,0,0,0,1,0,0,1,1,0,0
3.284,18,5,2017,18/05/2017,4,0,0,0,0,1,0,1,0,0,0,1,1
3.272,19,5,2017,19/05/2017,5,1,0,0,0,1,0,1,0,0,0,0,0
3.273,22,5,2017,22/05/2017,1,0,0,1,1,0,0,1,0,0,0,1,0
3.282,23,5,2017,23/05/2017,2,0,1,0,1,0,1,0,0,0,1,0,0
3.277,24,5,2017,24/05/2017,3,0,0,1,0,1,1,0,0,0,0,1,0
